player,player_id,position,team_name,player_game_count,comp_pct_diff,declined_penalties,dropbacks,franchise_id,no_screen_accuracy_percent,no_screen_aimed_passes,no_screen_attempts,no_screen_avg_depth_of_target,no_screen_avg_time_to_throw,no_screen_bats,no_screen_big_time_throws,no_screen_btt_rate,no_screen_completion_percent,no_screen_completions,no_screen_def_gen_pressures,no_screen_drop_rate,no_screen_dropbacks,no_screen_dropbacks_percent,no_screen_drops,no_screen_epa,no_screen_first_downs,no_screen_grades_coverage_defense,no_screen_grades_defense,no_screen_grades_defense_penalty,no_screen_grades_hands_drop,no_screen_grades_hands_fumble,no_screen_grades_offense,no_screen_grades_offense_penalty,no_screen_grades_overall_tackle,no_screen_grades_pass,no_screen_grades_pass_route,no_screen_grades_pass_rush_defense,no_screen_grades_run,no_screen_grades_run_defense,no_screen_grades_tackle,no_screen_hit_as_threw,no_screen_interceptions,no_screen_passing_snaps,no_screen_positive_epa_percent,no_screen_pressure_to_sack_rate,no_screen_qb_rating,no_screen_sack_percent,no_screen_sacks,no_screen_scrambles,no_screen_spikes,no_screen_thrown_aways,no_screen_touchdowns,no_screen_turnover_worthy_plays,no_screen_twp_rate,no_screen_yards,no_screen_ypa,npa_accuracy_percent,npa_aimed_passes,npa_attempts,npa_avg_depth_of_target,npa_avg_time_to_throw,npa_bats,npa_big_time_throws,npa_btt_rate,npa_completion_percent,npa_completions,npa_def_gen_pressures,npa_drop_rate,npa_dropbacks,npa_dropbacks_percent,npa_drops,npa_epa,npa_first_downs,npa_grades_coverage_defense,npa_grades_defense,npa_grades_defense_penalty,npa_grades_hands_drop,npa_grades_hands_fumble,npa_grades_offense,npa_grades_offense_penalty,npa_grades_overall_tackle,npa_grades_pass,npa_grades_pass_route,npa_grades_pass_rush_defense,npa_grades_run,npa_grades_run_defense,npa_grades_tackle,npa_hit_as_threw,npa_interceptions,npa_passing_snaps,npa_positive_epa_percent,npa_pressure_to_sack_rate,npa_qb_rating,npa_sack_percent,npa_sacks,npa_scrambles,npa_spikes,npa_thrown_aways,npa_touchdowns,npa_turnover_worthy_plays,npa_twp_rate,npa_yards,npa_ypa,pa_accuracy_percent,pa_aimed_passes,pa_attempts,pa_avg_depth_of_target,pa_avg_time_to_throw,pa_bats,pa_big_time_throws,pa_btt_rate,pa_completion_percent,pa_completions,pa_def_gen_pressures,pa_drop_rate,pa_dropbacks,pa_dropbacks_percent,pa_drops,pa_epa,pa_first_downs,pa_grades_coverage_defense,pa_grades_defense,pa_grades_defense_penalty,pa_grades_hands_drop,pa_grades_hands_fumble,pa_grades_offense,pa_grades_offense_penalty,pa_grades_overall_tackle,pa_grades_pass,pa_grades_pass_route,pa_grades_pass_rush_defense,pa_grades_run,pa_grades_run_defense,pa_grades_tackle,pa_hit_as_threw,pa_interceptions,pa_passing_snaps,pa_positive_epa_percent,pa_pressure_to_sack_rate,pa_qb_rating,pa_sack_percent,pa_sacks,pa_scrambles,pa_spikes,pa_thrown_aways,pa_touchdowns,pa_turnover_worthy_plays,pa_twp_rate,pa_yards,pa_ypa,penalties,screen_accuracy_percent,screen_aimed_passes,screen_attempts,screen_avg_depth_of_target,screen_avg_time_to_throw,screen_bats,screen_big_time_throws,screen_btt_rate,screen_completion_percent,screen_completions,screen_def_gen_pressures,screen_drop_rate,screen_dropbacks,screen_dropbacks_percent,screen_drops,screen_epa,screen_first_downs,screen_grades_coverage_defense,screen_grades_defense,screen_grades_defense_penalty,screen_grades_hands_drop,screen_grades_hands_fumble,screen_grades_offense,screen_grades_offense_penalty,screen_grades_overall_tackle,screen_grades_pass,screen_grades_pass_route,screen_grades_pass_rush_defense,screen_grades_run,screen_grades_run_defense,screen_grades_tackle,screen_hit_as_threw,screen_interceptions,screen_passing_snaps,screen_positive_epa_percent,screen_pressure_to_sack_rate,screen_qb_rating,screen_sack_percent,screen_sacks,screen_scrambles,screen_spikes,screen_thrown_aways,screen_touchdowns,screen_turnover_worthy_plays,screen_twp_rate,screen_yards,screen_ypa,ypa_diff
Gardner Minshew,41401,QB,E CAROLINA,7,6.48,0,219,156,71.6,162,183,9.5,2.46,4,5,2.6,56.3,103,61,11.2,200,91.3,13,0.01,57,,,,,52.3,69.5,83.2,,74.1,,,32.3,,,3,4,207,42.5,14.8,81.2,4.5,9,8,0,14,7,6,2.9,1254,6.9,71.8,156,173,8.7,2.39,4,4,2.2,57.8,100,56,10.7,191,87.2,12,-0.03,54,,,,,51.4,67.8,83.0,,72.7,,,32.3,,,2,4,198,41.9,16.1,77.8,4.7,9,8,0,11,5,6,3.0,1143,6.6,91.3,23,28,5.5,2.24,0,1,3.6,64.3,18,6,14.3,28,12.8,3,0.28,8,,,,,27.0,69.0,73.5,,68.5,,,,,,1,0,28,50.0,0.0,122.2,0.0,0,0,0,4,3,1,3.6,207,7.4,0,100.0,17,18,-3.1,1.39,0,0,0.0,83.3,15,1,11.8,19,8.7,2,-0.07,5,,,,,23.4,58.2,72.2,,57.9,,,,,,0,0,19,47.4,0.0,107.4,0.0,0,0,0,1,1,1,5.3,96,5.3,0.78
Zach Smith,25631,QB,BAYLOR,10,-10.19,0,217,118,69.6,161,176,12.4,2.42,7,12,6.3,55.1,97,48,13.4,197,90.8,15,0.04,63,,,,,32.6,70.1,85.7,,70.9,60.0,,49.0,,,3,7,212,45.7,27.1,90.2,6.6,13,8,0,5,13,10,4.7,1440,8.2,75.9,79,83,8.5,2.24,2,6,6.5,65.1,54,17,10.0,93,42.9,6,0.04,31,,,,,27.3,66.5,84.2,,66.0,60.0,,54.7,,,1,2,102,46.2,35.3,101.1,6.5,6,4,0,1,6,6,5.9,613,7.4,69.6,102,113,12.9,2.39,5,6,5.1,54.9,62,31,12.7,124,57.1,9,0.01,35,,,,,56.6,71.8,79.5,,73.1,,,48.3,,,2,5,130,44.4,22.6,83.7,5.6,7,4,0,4,7,4,3.1,913,8.1,0,95.0,20,20,-1.2,1.37,0,0,0.0,95.0,19,0,0.0,20,9.2,0,-0.1,3,,,,,67.1,70.2,72.4,,69.7,,,,,,0,0,20,40.0,,84.6,0.0,0,0,0,0,0,0,0.0,86,4.3,0.69
Tyler Stewart,46474,QB,NEVADA,8,-1.94,0,216,239,68.8,141,154,11.9,3.06,0,7,4.2,55.8,86,69,11.3,190,88.0,11,0.06,57,,,,,66.9,70.1,85.4,,71.2,57.6,,57.1,,,4,2,205,47.6,23.2,87.0,8.4,16,20,5,4,8,5,2.5,979,6.4,73.8,122,134,8.9,2.85,0,5,3.5,61.9,83,56,7.8,161,74.5,7,0.17,47,,,,,65.1,70.8,85.0,,69.9,57.6,,61.7,,,3,1,169,49.1,19.6,96.8,6.8,11,16,5,4,8,3,1.8,847,6.3,70.5,44,45,11.8,3.05,0,2,4.0,60.0,27,14,12.9,55,25.5,4,-0.12,17,,,,,70.3,63.3,76.4,,68.1,,,44.3,,,1,2,62,42.9,35.7,70.0,9.1,5,4,0,0,1,3,4.9,314,7.0,0,96.0,25,25,-2.9,1.76,0,0,0.0,96.0,24,1,0.0,26,12.0,0,0.3,7,,,,,67.8,62.1,73.3,,61.7,,,,,,0,1,26,46.2,0.0,93.7,0.0,0,0,0,0,1,1,3.8,182,7.3,0.66
Luke Del Rio,46403,QB,FLORIDA,6,-2.33,0,212,163,62.6,155,173,10.7,2.85,1,5,2.7,50.9,88,67,9.3,183,86.3,9,-0.18,58,,,,,63.1,52.8,70.1,,53.8,,,46.1,,,4,8,194,39.3,10.4,63.5,3.8,7,3,0,13,6,11,5.7,1110,6.4,68.1,138,149,7.2,2.53,1,2,1.3,57.0,85,50,9.6,157,74.1,9,-0.07,53,,,,,61.2,56.7,68.7,,58.1,,,46.1,,,3,6,165,43.9,10.0,71.6,3.2,5,3,0,7,6,7,4.2,907,6.1,65.2,46,53,12.7,3.08,0,3,5.4,54.7,29,19,3.3,55,25.9,1,-0.09,17,,,,,70.1,51.5,76.2,,51.4,,,,,,1,2,58,40.0,10.5,80.0,3.6,2,0,0,6,2,4,6.9,451,8.5,0,93.1,29,29,-3.0,1.55,0,0,0.0,89.7,26,2,3.7,29,13.7,1,0.57,12,,,,,68.1,66.8,73.6,,66.4,,,,,,0,0,29,65.5,0.0,125.3,0.0,0,0,0,0,2,0,0.0,248,8.6,2.42
Montell Cozart,46563,QB,KANSAS,7,-13.73,0,212,198,67.5,160,175,9.6,2.58,4,7,3.9,54.9,96,65,11.1,195,92.0,12,-0.27,50,,,,,53.1,47.0,66.9,,46.0,60.0,,58.0,,,0,9,201,39.0,7.7,64.8,2.6,5,15,0,11,7,12,6.0,1052,6.0,74.6,122,132,7.5,2.49,2,4,2.9,62.9,83,49,8.8,151,71.2,8,-0.26,36,,,,,48.2,52.4,64.0,,51.9,,,57.2,,,0,5,156,38.4,10.2,72.1,3.3,5,13,0,8,4,9,5.8,739,5.6,61.1,54,59,10.6,2.45,2,3,4.9,49.2,29,16,12.1,61,28.8,4,-0.44,15,,,,,70.4,48.1,76.9,,47.4,60.0,,61.9,,,0,4,63,34.4,0.0,55.8,0.0,0,2,0,3,3,3,4.8,341,5.8,0,100.0,16,16,-2.4,1.31,0,0,0.0,100.0,16,0,0.0,17,8.0,0,-0.78,1,,,,,66.8,75.4,72.0,,75.0,,,,,,0,0,18,17.6,,79.2,0.0,0,0,0,0,0,0,0.0,28,1.8,0.18
Nick Stevens,46468,QB,COLO STATE,10,-13.43,0,211,144,67.5,160,167,13.0,2.51,1,12,6.9,58.7,98,32,9.3,177,83.9,10,0.3,71,,,,,75.6,87.9,60.5,,88.0,,,62.2,,,2,5,184,45.8,12.5,110.2,2.3,4,6,0,4,16,8,4.3,1594,9.5,76.2,130,134,8.3,2.26,1,6,4.3,68.7,92,24,7.1,141,66.8,7,0.41,59,,,,,74.9,86.0,58.3,,86.4,,,64.0,,,2,3,147,53.2,8.3,118.9,1.4,2,5,0,1,12,5,3.4,1256,9.4,66.7,63,67,15.1,2.57,0,6,8.8,55.2,37,16,11.9,70,33.2,5,0.23,23,,,,,70.8,80.1,77.0,,79.9,,,57.3,,,1,2,71,42.9,12.5,112.8,2.9,2,1,0,3,7,3,4.2,681,10.2,0,100.0,33,34,-1.7,1.64,0,0,0.0,91.2,31,8,6.1,34,16.1,2,0.61,11,,,,,68.5,71.2,74.2,,70.7,,,,,,1,0,34,70.6,0.0,138.1,0.0,0,0,0,0,3,0,0.0,343,10.1,0.79
Joel Lanning,46597,QB,IOWA STATE,11,9.92,0,209,193,66.4,125,135,12.4,2.98,6,11,7.5,51.9,70,71,15.7,173,82.8,13,-0.03,54,,,,,50.1,69.4,71.0,,65.1,,,67.4,,,1,3,185,41.6,28.2,91.0,11.6,20,17,0,3,9,5,2.7,1060,7.9,72.5,109,119,9.6,2.77,6,8,6.3,55.5,66,58,16.5,152,72.7,13,-0.01,46,,,,,48.1,68.1,69.9,,62.2,,,67.9,,,1,2,159,40.1,27.6,89.5,10.5,16,16,0,3,6,5,3.1,897,7.5,72.5,51,52,8.4,2.73,1,3,5.1,65.4,34,13,8.1,57,27.3,3,-0.03,15,,,,,70.4,64.4,76.5,,64.8,,,57.3,,,0,1,64,49.1,30.8,98.9,7.0,4,1,0,0,3,1,1.6,388,7.5,0,94.3,35,36,-2.2,1.69,1,0,0.0,83.3,30,0,9.1,36,17.2,3,0.07,7,,,,,68.9,55.9,74.6,,55.6,,,,,,0,0,38,47.2,,92.7,0.0,0,0,0,0,0,1,2.6,225,6.3,-0.08
Ryan Burns,46394,QB,STANFORD,10,11.63,0,206,300,65.5,148,154,12.1,2.84,0,6,3.7,59.1,91,71,6.2,188,91.3,6,-0.09,63,,,,,26.0,58.6,29.8,,68.5,60.0,,39.1,,,2,7,199,41.0,25.4,73.5,9.6,18,16,1,3,5,11,5.5,1119,7.3,65.4,136,143,10.9,2.79,1,4,2.7,58.7,84,64,5.6,176,85.4,5,-0.17,53,,,,,25.3,51.0,28.8,,59.9,,,39.5,,,2,7,186,38.6,26.6,63.4,9.7,17,16,1,3,3,11,5.9,884,6.2,80.8,26,27,10.3,2.64,0,2,7.1,70.4,19,11,9.5,30,14.6,2,0.07,12,,,,,28.3,82.7,74.3,,84.3,60.0,,57.3,,,0,0,32,46.7,27.3,127.9,10.0,3,0,0,1,2,1,3.1,275,10.2,0,92.9,14,16,-2.9,2.04,1,0,0.0,75.0,12,4,7.7,18,8.7,1,-0.61,2,,,,,23.4,41.8,72.2,,41.7,,,,,,0,0,19,27.8,50.0,77.1,11.1,2,0,0,1,0,1,5.3,40,2.5,4.01
Alec Morris,46578,QB,N TEXAS,6,3.75,0,201,251,62.8,145,158,12.0,2.92,2,9,5.3,50.0,79,48,13.2,174,86.6,12,-0.21,45,,,,,54.5,57.5,66.6,,62.7,50.9,,34.8,,,2,7,187,39.7,14.6,66.9,4.0,7,9,0,9,8,13,7.0,938,5.9,67.6,148,160,9.8,2.8,2,9,5.2,56.3,90,48,10.0,175,87.1,10,-0.14,44,,,,,54.6,57.7,66.6,,62.7,54.3,,35.1,,,2,5,188,40.0,14.6,77.0,4.0,7,8,0,8,8,11,5.9,936,5.9,70.8,24,25,9.5,2.48,0,0,0.0,60.0,15,3,11.8,26,12.9,2,-0.23,7,,,,,67.9,66.9,73.5,,68.5,60.0,,57.3,,,0,2,27,42.3,0.0,63.8,0.0,0,1,0,1,1,2,7.4,190,7.6,0,96.3,27,27,-2.2,1.74,0,0,0.0,96.3,26,3,0.0,27,13.4,0,0.22,6,,,,,68.0,70.2,73.5,,69.7,,,,,,0,0,28,44.4,0.0,108.0,0.0,0,0,0,0,1,0,0.0,188,7.0,1.75
Alex Hornibrook,34842,QB,WISCONSIN,12,1.25,0,201,349,68.6,153,164,11.6,2.71,1,13,7.7,56.1,92,79,12.4,183,91.0,13,0.0,60,,,,,63.3,71.4,86.4,,72.3,,,45.7,,,3,7,187,42.6,17.7,79.9,7.7,14,5,0,7,9,10,5.3,1203,7.3,71.8,131,139,9.8,2.54,1,9,6.3,58.3,81,64,13.8,156,77.6,13,0.01,48,,,,,61.4,73.3,86.1,,73.8,,,48.7,,,3,5,160,42.3,20.3,76.6,8.3,13,3,0,4,5,7,4.4,967,7.0,69.2,39,42,11.2,2.91,0,4,9.5,59.5,25,18,7.4,45,22.4,2,-0.15,16,,,,,69.4,60.8,75.2,,62.9,,,51.9,,,0,2,45,42.2,5.6,93.7,2.2,1,2,0,3,4,3,6.7,304,7.2,0,94.1,17,17,-3.2,1.82,0,0,0.0,82.4,14,3,12.5,18,9.0,2,-0.35,4,,,,,66.8,65.1,72.0,,64.7,,,,,,0,0,18,38.9,0.0,83.3,0.0,0,0,0,0,0,0,0.0,68,4.0,0.28
Giovanni Rescigno,27050,QB,RUTGERS,6,-2.67,0,198,278,60.9,138,151,10.6,2.86,1,4,2.5,49.7,75,78,10.7,181,91.4,9,-0.37,44,,,,,56.6,50.2,67.6,,49.4,,,56.9,,,3,5,189,33.1,20.5,63.6,8.8,16,13,2,7,5,7,3.7,828,5.5,65.8,120,131,7.6,2.64,1,2,1.5,52.7,69,62,12.7,158,79.8,10,-0.39,35,,,,,54.3,50.7,66.1,,50.7,,,55.3,,,3,3,162,30.4,24.2,59.3,9.5,15,10,2,5,2,4,2.5,558,4.3,57.6,33,36,14.9,3.05,0,2,5.0,50.0,18,18,5.3,40,20.2,1,-0.33,13,,,,,69.3,54.7,75.1,,52.3,,,66.0,,,0,2,44,42.5,5.6,85.4,2.5,1,3,0,3,3,3,6.8,320,8.9,0,93.3,15,16,-4.5,1.29,0,0,0.0,75.0,12,2,14.3,17,8.6,2,-0.53,4,,,,,66.7,59.8,71.8,,59.5,,,,,,0,0,17,29.4,0.0,77.6,0.0,0,0,0,1,0,0,0.0,50,3.1,4.63
Nick Holley,47688,QB,KENT STATE,7,-4.72,0,189,201,53.2,126,140,11.8,2.9,5,0,0.0,45.7,64,76,4.5,182,96.3,3,-0.22,43,,,,79.3,67.8,55.5,60.5,,43.6,63.3,,61.9,,,0,3,187,35.7,15.8,65.2,6.6,12,30,0,9,4,6,3.2,820,5.9,56.0,109,120,10.2,2.79,3,0,0.0,49.2,59,59,3.3,152,80.4,2,-0.19,37,,,,81.5,67.1,58.9,58.6,,49.1,64.5,,61.9,,,0,2,158,37.5,11.9,68.6,4.6,7,25,0,8,4,5,3.2,617,5.1,54.2,24,27,14.3,2.96,2,0,0.0,44.4,12,17,7.7,37,19.6,1,-0.33,8,,,,70.7,69.2,48.4,78.2,,38.8,67.0,,60.1,,,0,1,37,32.4,29.4,62.4,13.5,5,5,0,1,0,1,2.7,251,9.3,0,100.0,7,7,-3.7,0.9,0,0,0.0,100.0,7,0,0.0,7,3.7,0,-0.09,2,,,,76.3,67.1,72.7,74.3,,66.4,70.4,,,,,0,0,8,57.1,,95.2,0.0,0,0,0,0,0,0,0.0,48,6.9,4.16
Garrett Smith,46568,QB,LA MONROE,6,7.21,0,188,209,62.1,140,148,12.0,2.49,2,9,5.9,52.0,77,56,11.5,157,83.5,10,0.0,52,,,,,69.8,72.7,84.1,,71.9,,,63.4,,,3,7,162,42.0,8.9,75.3,3.2,5,4,0,3,8,11,6.8,1121,7.6,65.2,112,118,11.0,2.28,1,6,4.9,55.1,65,46,11.0,125,66.5,8,0.14,38,,,,,68.5,73.1,83.6,,72.2,,,64.0,,,3,3,129,40.8,8.7,96.1,3.2,4,3,0,2,9,7,5.4,942,8.0,75.4,57,61,6.8,2.42,2,3,4.8,62.3,38,14,11.6,63,33.5,5,-0.44,20,,,,,70.4,68.2,76.5,,68.5,,,57.3,,,0,4,64,39.7,7.1,47.8,1.6,1,1,0,2,0,4,6.3,309,5.1,0,100.0,29,31,-2.0,1.5,1,0,0.0,83.9,26,4,10.3,31,16.5,3,-0.32,6,,,,,68.3,69.8,73.9,,69.3,,,,,,0,0,31,32.3,0.0,94.9,0.0,0,0,0,1,1,0,0.0,130,4.2,-2.91
Kevin Olsen,46415,QB,CHARLOTTE,6,-1.52,0,188,136,53.0,134,146,11.8,2.53,2,5,3.2,44.5,65,48,8.5,159,84.6,6,-0.35,34,,,,,47.4,41.6,43.7,,42.6,,,52.4,,,1,3,170,33.3,18.8,63.2,5.7,9,4,0,9,5,12,7.1,742,5.1,62.2,127,142,8.4,2.39,4,3,2.0,50.0,71,48,10.1,152,80.9,8,-0.37,28,,,,,60.4,48.0,42.8,,48.7,,,54.3,,,1,3,163,30.3,14.6,66.5,4.6,7,3,0,10,5,9,5.5,675,4.8,51.5,33,33,13.2,2.54,0,2,6.1,48.5,16,5,5.9,36,19.1,1,-0.23,11,,,,,29.4,40.3,74.4,,41.4,,,57.3,,,0,0,36,38.9,40.0,73.7,5.6,2,1,0,0,1,3,8.3,167,5.1,0,96.2,26,29,-2.8,1.81,2,0,0.0,75.9,22,5,12.0,29,15.4,3,-0.27,5,,,,,68.1,65.7,73.6,,65.3,,,,,,0,0,29,24.1,0.0,91.2,0.0,0,0,0,1,1,0,0.0,100,3.4,0.31
Anthony Maddie,21288,QB,N ILLINOIS,6,3.23,0,187,254,66.0,153,162,11.2,2.23,4,9,5.3,58.0,94,34,6.9,173,92.5,7,-0.05,53,,,,66.7,73.9,78.3,85.2,,72.9,89.1,,70.6,,,0,5,181,42.8,11.8,83.2,2.3,4,7,0,5,8,6,3.3,1133,7.0,67.4,141,149,10.4,2.13,4,9,5.8,59.7,89,24,6.3,157,84.0,6,-0.06,46,,,,66.7,73.5,78.4,84.9,,72.8,89.1,,70.6,,,0,4,162,41.4,4.2,81.5,0.6,1,7,0,4,6,4,2.5,981,6.6,73.1,26,27,9.7,2.34,0,0,0.0,63.0,17,12,10.5,30,16.0,2,0.07,10,,,,,68.5,66.9,74.1,,66.4,,,,,,0,1,33,50.0,25.0,100.1,10.0,3,0,0,1,2,2,6.1,235,8.7,0,92.9,14,14,-0.3,1.33,0,0,0.0,85.7,12,2,7.7,14,7.5,1,0.0,3,,,,,66.2,63.7,71.2,,63.4,,,,,,0,0,14,42.9,0.0,91.4,0.0,0,0,0,0,0,0,0.0,83,5.9,2.12
Ty Gangi,27234,QB,NEVADA,9,-24.48,0,186,239,65.0,137,154,11.3,2.74,2,9,5.5,51.9,80,45,10.1,165,88.7,9,-0.03,50,,,,,68.7,63.1,85.0,,64.5,,,54.2,,,3,6,177,40.4,11.1,72.4,3.0,5,6,2,10,6,10,5.7,1119,7.3,73.0,126,138,8.6,2.43,2,7,4.8,62.3,86,33,6.5,143,76.9,6,0.25,50,,,,,67.7,68.9,84.6,,71.2,,,54.8,,,3,4,152,46.5,6.1,88.8,1.4,2,3,2,5,6,7,4.6,1071,7.8,53.1,32,37,12.8,3.29,0,2,5.0,37.8,14,16,17.6,43,23.1,3,-0.5,9,,,,,69.4,47.3,75.3,,47.9,,,56.4,,,0,2,46,25.6,18.8,46.0,7.0,3,3,0,5,1,3,6.5,230,6.2,0,95.2,21,21,-2.7,1.81,0,0,0.0,95.2,20,4,0.0,21,11.3,0,0.92,9,,,,,67.2,67.1,72.5,,66.7,,,,,,0,0,21,52.4,0.0,118.7,0.0,0,0,0,0,1,0,0.0,182,8.7,-1.54
Marcus McMaryion,29810,QB,OREGON ST,8,9.09,0,184,265,69.5,141,152,9.1,2.52,1,7,4.3,56.6,86,64,12.2,165,89.7,12,-0.1,48,,,,,65.0,67.5,54.7,,69.1,54.3,,56.6,,,4,5,177,36.4,9.4,87.0,3.6,6,6,0,6,9,4,2.3,1159,7.6,72.4,123,132,6.2,2.38,1,4,2.8,57.6,76,54,14.6,143,77.7,13,-0.14,36,,,,,63.7,61.0,52.9,,62.0,54.3,,56.6,,,4,5,154,34.3,7.4,80.3,2.8,4,6,0,4,7,4,2.6,898,6.8,73.0,37,39,12.6,2.6,0,3,7.5,66.7,26,13,3.7,41,22.3,1,0.18,17,,,,,69.2,85.0,75.0,,84.0,,,,,,0,0,43,48.8,15.4,123.8,4.9,2,0,0,2,3,0,0.0,379,9.7,0,94.7,19,19,-3.4,1.65,0,0,0.0,84.2,16,3,11.1,19,10.3,2,0.19,5,,,,,67.1,67.0,72.4,,66.6,,,,,,0,0,20,47.4,0.0,110.1,0.0,0,0,0,0,1,0,0.0,118,6.2,2.92
Quinton Maxwell,35203,QB,OHIO,9,-4.97,0,183,259,60.3,141,153,13.4,2.8,0,10,6.1,52.9,81,56,4.7,174,95.1,4,-0.02,55,,,,,40.5,58.7,85.0,,56.5,,,60.2,,,2,4,186,43.1,19.6,83.3,6.3,11,10,0,10,7,10,5.4,1201,7.8,63.2,95,101,11.9,2.77,0,7,6.3,57.4,58,38,3.3,119,65.0,2,0.0,36,,,,,44.7,60.4,84.2,,58.1,,,60.2,,,1,1,129,40.3,21.1,89.9,6.7,8,10,0,5,4,5,3.9,749,7.4,61.8,55,61,13.6,2.69,0,3,4.8,52.5,32,18,5.9,64,35.0,2,-0.03,20,,,,,43.7,57.1,76.7,,56.9,,,,,,1,3,66,46.9,16.7,81.5,4.7,3,0,0,5,4,5,7.6,503,8.2,0,100.0,9,9,-1.8,1.56,0,0,0.0,100.0,9,0,0.0,9,4.9,0,0.17,1,,,,,65.1,67.4,69.8,,67.1,,,,,,0,0,9,33.3,,127.3,0.0,0,0,0,0,1,0,0.0,51,5.7,0.83
Carter Stanley,13634,QB,KANSAS,9,10.8,0,180,198,61.7,128,138,9.2,2.52,5,3,2.1,54.3,75,62,5.1,162,90.0,4,-0.32,38,,,,,62.2,47.2,83.7,,41.7,60.0,,67.3,,,3,6,169,37.7,14.5,68.7,5.6,9,15,0,2,6,8,4.7,825,6.0,63.2,106,113,8.1,2.52,3,1,0.8,56.6,64,51,4.5,132,73.3,3,-0.28,30,,,,,59.8,43.1,83.1,,37.7,,,65.5,,,2,4,138,34.8,17.6,76.1,6.8,9,10,0,2,5,6,4.3,727,6.4,75.0,40,43,6.5,2.15,2,2,4.4,67.4,29,12,3.3,48,26.7,1,-0.17,12,,,,,69.7,67.5,76.1,,65.0,60.0,,66.3,,,1,2,50,43.8,0.0,67.7,0.0,0,5,0,0,1,2,4.0,217,5.0,0,100.0,18,18,-3.1,1.57,0,0,0.0,100.0,18,1,0.0,18,10.0,0,0.38,4,,,,,67.0,66.9,72.2,,66.5,,,,,,0,0,19,33.3,0.0,94.2,0.0,0,0,0,0,0,0,0.0,119,6.6,-1.38
Justin Thomas,12344,QB,GA TECH,12,-0.9,0,177,176,65.1,126,140,17.4,3.03,2,9,5.9,50.0,70,66,14.6,168,94.9,12,0.34,58,,,,,21.7,65.0,67.6,,80.2,49.1,,42.3,,,0,2,182,44.0,19.7,102.2,7.7,13,14,1,11,8,10,5.5,1524,10.9,68.7,99,111,15.3,3.0,1,5,4.2,52.3,58,50,14.7,132,74.6,10,0.19,43,,,,,20.1,57.0,66.1,,72.9,49.9,,41.2,,,0,2,140,41.7,16.0,86.5,6.1,8,12,1,10,4,8,5.7,968,8.7,61.8,34,37,19.7,2.97,1,4,9.8,51.4,19,18,9.5,45,25.4,2,0.59,16,,,,,69.7,88.1,75.7,,86.8,60.0,,65.3,,,0,0,51,46.7,27.8,133.0,11.1,5,2,0,2,4,2,3.9,588,15.9,0,100.0,7,8,-2.4,2.27,0,0,0.0,87.5,7,2,0.0,9,5.1,0,-0.64,1,,,,,65.1,62.9,69.8,,62.7,,,,,,0,0,9,22.2,0.0,83.3,0.0,0,0,0,1,0,0,0.0,32,4.0,7.17
Darell Garretson,46397,QB,OREGON ST,6,-6.45,0,169,265,61.5,117,126,11.0,2.52,2,3,2.3,47.6,60,45,16.7,149,88.2,12,-0.35,34,,,,,38.2,50.3,84.0,,42.7,60.0,,69.4,,,2,4,155,35.6,26.7,53.3,8.1,12,9,0,5,3,6,3.9,508,4.0,66.1,109,117,8.0,2.38,2,2,1.7,51.3,60,36,16.7,134,79.3,12,-0.32,33,,,,,35.5,45.6,83.7,,38.4,,,65.8,,,2,3,139,34.3,25.0,60.2,6.7,9,6,0,4,3,6,4.3,493,4.2,59.3,27,29,13.8,2.58,0,1,3.2,44.8,13,9,18.8,35,20.7,3,-0.38,7,,,,,68.8,72.8,74.6,,67.6,60.0,,74.2,,,0,1,37,34.3,33.3,42.9,8.6,3,3,0,2,0,0,0.0,124,4.3,0,84.2,19,20,-2.3,1.65,0,0,0.0,65.0,13,0,18.8,20,11.8,3,-0.19,6,,,,,67.2,63.2,72.5,,62.8,,,,,,0,0,21,25.0,,79.0,0.0,0,0,0,1,0,0,0.0,109,5.5,0.07
Chris Laviano,46398,QB,RUTGERS,7,7.68,0,168,278,52.8,106,122,11.2,2.85,0,4,3.2,41.8,51,56,8.9,143,85.1,5,-0.29,35,,,,,52.7,51.5,84.3,,52.6,54.3,,50.5,,,1,2,147,34.3,21.4,64.4,8.4,12,8,1,14,5,4,2.7,604,5.0,56.0,84,95,8.4,2.67,0,1,1.0,45.3,43,39,8.5,107,63.7,4,-0.3,26,,,,,48.4,50.7,83.7,,51.4,,,50.2,,,1,1,111,35.5,15.4,59.1,5.6,6,5,1,9,2,2,1.8,381,4.0,63.6,44,51,9.7,2.62,1,3,5.8,52.9,27,19,3.6,61,36.3,1,-0.14,16,,,,,70.3,58.2,76.5,,58.8,54.3,,58.6,,,0,1,62,32.8,31.6,87.7,9.8,6,3,0,6,3,2,3.2,368,7.2,0,86.4,22,24,-2.9,1.48,1,0,0.0,79.2,19,2,0.0,25,14.9,0,0.07,7,,,,,67.8,60.0,73.3,,59.7,,,,,,0,0,26,36.0,0.0,91.8,0.0,0,0,0,1,0,0,0.0,145,6.0,3.21
