canonical_name,college,draft_year,round,pick,label_status,success_tier,hit,seasons_primary_starter,draft_adjusted_hit_prob,model_hit_prob_pre_draft,model_hit_prob_post_draft,model_hit_prob_pre_draft_no_pff,model_hit_prob_post_draft_pff,model_hit_prob_pick_only,pff_model_delta,model_expected_tier,percentile_vs_history,top_positive_indicators,top_negative_indicators,data_coverage,notes
Jaxson Dart,Ole Miss,2025,1,25,projection_target,2.0,,1.0,0.4978281946024909,0.4516213072464884,0.4978281946024909,0.5456322518734056,0.41801164830562604,0.1951221050315784,-0.09401094462691717,2.437203891086216,91.2,Career total production (PPA); Career PPA per play; Passing-down efficiency (final yr),"Turnover-worthy-play rate, no screens (final yr); College seasons (age/declare proxy); PFF accuracy %, no screens (final yr)","PFF, combine (no 40)","Took over mid-2025, promising play, some injuries/concussions"
Cam Miller,North Dakota State,2025,6,215,projection_target,0.0,,0.0,0.3481718387509047,0.4512175183890549,0.3481718387509047,0.6669931974177725,0.3662825123596636,0.048991104866437075,-0.21577567902871764,1.8322332237610417,90.4,Career total production (PPA); Career PPA per play; Passing-down efficiency (final yr),College seasons (age/declare proxy),"PFF partial, no combine testing",LV QB3/PS
Bo Nix,Oregon,2024,1,12,projection_target,3.0,,2.0,0.6854269730038023,0.4143315518136876,0.6854269730038023,0.5815800016916348,0.5293961121471654,0.29136569467307144,-0.16724844987794724,2.305013261355535,89.7,Career total production (PPA); PFF passing grade under pressure (final yr); Passing-down efficiency (final yr),"Turnover-worthy-play rate, no screens (final yr); College seasons (age/declare proxy); PFF accuracy %, no screens (final yr)","PFF, combine (no 40)","Playoffs as rookie, strong 2025 with DEN near top of AFC"
Marcus Mariota,Oregon,2015,1,2,final,2.0,0.0,4.0,0.606561360000112,0.4100603530500204,0.606561360000112,0.49917733848606965,0.4825505987419662,0.598911649624323,-0.08911698543604923,2.655136335975146,89.0,Career PPA per play; PFF rushing grade (final yr); PFF passing grade under pressure (final yr),"Turnover-worthy-play rate, no screens (final yr); Pressure-to-sack rate, no screens (final yr); Career total production (PPA)","PFF, no combine testing",4 seasons TEN starter incl 2017 playoff win; lost job 2019; long backup/bridge career since
C.J. Stroud,Ohio State,2023,1,2,provisional,3.0,1.0,3.0,0.68470722316805,0.40951581015501504,0.68470722316805,0.494527863021038,0.7077190627304882,0.598911649624323,-0.08501205286602298,1.5541896461124458,88.2,"Career PPA per play; Career total production (PPA); Big-time-throw rate, no screens (final yr)",PFF passing grade under pressure (final yr); PFF rushing grade (final yr); Weight/frame,"PFF, combine (no 40)",OROY + playoff win yr 1; sophomore slump behind bad OL; solid-not-spectacular since
Mitch Trubisky,North Carolina,2017,1,2,final,2.0,0.0,4.0,0.598911649624323,0.3943451729906694,0.4676464343058853,0.29900781349891886,0.5821045257081305,0.598911649624323,0.09533735949175054,1.711622347928326,87.5,"Career PPA per play; Turnover-worthy-play rate, no screens (final yr); Passing-down efficiency (final yr)",Career total production (PPA); College seasons (age/declare proxy); Power-5 competition,"PFF, combine","4 seasons CHI starter, 2 playoff berths, Pro Bowl alternate 2018; backup since 2021"
Mac Jones,Alabama,2021,1,15,final,2.0,0.0,4.0,0.2593447093944511,0.3920018090015937,0.20418159018519394,0.2733931983352431,0.26276697660628645,0.2593447093944511,0.11860861066635059,2.2785674246505154,86.8,"Passing-down efficiency (final yr); PFF rushing grade (final yr); Big-time-throw rate, no screens (final yr)","Turnover-worthy-play rate, no screens (final yr); PFF accuracy %, no screens (final yr); Weight/frame","PFF, combine","Pro Bowl-alternate rookie year, cratered 2022-23; valuable 2025 relief/starter stretch for SF"
Kyle McCord,Syracuse,2025,6,181,projection_target,0.0,,0.0,0.09476913915204353,0.3908411819659917,0.09476913915204353,0.1926801356617496,0.17126359739152502,0.05509741263195583,0.1981610463042421,2.150650002379985,86.0,Career PPA per play; Career total production (PPA); PFF dropbacks (final yr),Passing-down efficiency (final yr); College seasons (age/declare proxy); Weight/frame,"PFF, combine (no 40)",PHI QB3/PS
Jared Goff,California,2016,1,1,final,4.0,1.0,9.0,0.710919425699089,0.3874525915879963,0.5457366501485049,0.2264891005485376,0.6232109624309088,0.710919425699089,0.16096349103945867,2.240110042089333,85.3,PFF passing grade under pressure (final yr); Career PPA per play; PFF rushing grade (final yr),Broad-jump explosiveness; Weight/frame; 40-yard speed,"PFF, combine","Franchise QB: SB LIII with Rams, revived Lions into contender, multiple Pro Bowls and mega extensions"
Dillon Gabriel,Oregon,2025,3,94,projection_target,1.0,,0.0,0.5648539431762637,0.37947972259609475,0.5648539431762637,0.6677613809787368,0.437353742871945,0.08546019899006174,-0.2882816583826421,1.6326175944030923,84.6,Career total production (PPA); Career PPA per play; Passing-down efficiency (final yr),"Turnover-worthy-play rate, no screens (final yr); Weight/frame; Big-time-throw rate, no screens (final yr)","PFF, combine (no 40)","CLE rookie starter stretch, benched; undersized efficiency profile"
Justin Herbert,Oregon,2020,1,6,final,4.0,1.0,6.0,0.6652987691360596,0.376974761543941,0.6652987691360596,0.5348927917491912,0.6229347010652344,0.4037560200731761,-0.15791803020525025,2.0339978771625615,83.8,Career total production (PPA); Broad-jump explosiveness; Career PPA per play,"PFF rushing grade (final yr); College seasons (age/declare proxy); Pressure-to-sack rate, no screens (final yr)","PFF, combine","OROY, multiple 4500+ yd seasons, mega extension; elite physical production"
Sam Darnold,USC,2018,1,3,final,3.0,1.0,6.0,0.5272435217429428,0.36346418114124285,0.3544595991779355,0.153275971819372,0.6070027971722625,0.5272435217429428,0.21018820932187085,1.8473722798315548,83.1,"Turnover-worthy-play rate, no screens (final yr); Career PPA per play; Big-time-throw rate, no screens (final yr)",Broad-jump explosiveness; Passing-down efficiency (final yr); PFF rushing grade (final yr),"PFF, combine","Struggled NYJ/CAR, then 2024 Pro Bowl breakout (MIN 14-3), signed with SEA and kept starting at high level in 2025"
Cole Payton,North Dakota State,2026,5,178,projection_target,,,,0.14683620656233526,0.3468964860550857,0.14683620656233526,0.43612248262794845,0.18201601126883848,0.05572708866549501,-0.08922599657286273,1.6604851405191572,82.4,Broad-jump explosiveness; Passing-down efficiency (final yr); Career PPA per play,Career total production (PPA); College seasons (age/declare proxy),"no PFF, combine",Draft slot from ESPN/NFL.com; no NFL outcome yet
Lamar Jackson,Louisville,2018,1,32,final,4.0,1.0,7.0,0.3541552616174819,0.33076537687958485,0.3541552616174819,0.36710718330785075,0.4065080732906913,0.1687162662676268,-0.0363418064282659,2.366387838101018,81.6,Career total production (PPA); PFF rushing grade (final yr); Career PPA per play,"Big-time-throw rate, no screens (final yr); PFF passing grade clean pocket (final yr); Weight/frame","PFF, combine (no 40)","2x MVP (2019, 2023), redefined position, mega extension"
Anthony Richardson,Florida,2023,1,4,provisional,1.0,0.0,1.0,0.47552235277277183,0.3147121192335669,0.4052077133325824,0.3069719381016184,0.48273203897922856,0.47552235277277183,0.00774018113194852,1.9993084000261696,80.9,Broad-jump explosiveness; PFF rushing grade (final yr); Weight/frame,Career total production (PPA); PFF passing grade under pressure (final yr); PFF dropbacks (final yr),"PFF, combine","Elite tools, injuries + sub-50% accuracy, benched 2024, lost 2025 job to Daniel Jones; trending bust"
Joe Burrow,LSU,2020,1,1,final,4.0,1.0,5.0,0.710919425699089,0.3119827650611565,0.617893740537359,0.25140637616046646,0.5170193435051095,0.710919425699089,0.06057638890069006,2.5533748101605065,80.1,Career total production (PPA); Passing-down efficiency (final yr); PFF passing grade under pressure (final yr),"Turnover-worthy-play rate, no screens (final yr); Career PPA per play; PFF accuracy %, no screens (final yr)","PFF, combine (no 40)","Franchise/elite: SB LVI run, led NFL in completion pct multiple times; injuries the only blemish"
Kyle Trask,Florida,2021,2,64,final,1.0,0.0,0.0,0.17188607541116918,0.30925787839195323,0.17188607541116918,0.31005232710890707,0.15542776910665887,0.10971319223515037,-0.0007944487169538328,2.003964977280927,79.4,"Big-time-throw rate, no screens (final yr); Passing-down efficiency (final yr); Career PPA per play","Turnover-worthy-play rate, no screens (final yr); PFF rushing grade (final yr); 40-yard speed","PFF, combine","Career TB backup, minimal action"
Justin Fields,Ohio State,2021,1,11,final,2.0,0.0,4.0,0.3748351656864353,0.30814334029391216,0.3748351656864353,0.4154186633978733,0.20736982981057522,0.3044638948167683,-0.10727532310396115,2.231264386226793,78.7,"Career PPA per play; PFF rushing grade (final yr); Big-time-throw rate, no screens (final yr)","Turnover-worthy-play rate, no screens (final yr); PFF dropbacks (final yr); Pressure-to-sack rate, no screens (final yr)","PFF, combine","Electric runner, 3 seasons CHI starter without passing breakout; PIT stopgap 2024, NYJ starter 2025 (benched mid-season)"
Fernando Mendoza,Indiana,2026,1,1,projection_target,,,,0.710919425699089,0.3079138234165993,0.6717550729734745,0.38228621619548964,0.560406380241684,0.710919425699089,-0.07437239277889035,2.206004288294655,77.9,Passing-down efficiency (final yr); Weight/frame; Career total production (PPA),"Turnover-worthy-play rate, no screens (final yr); PFF accuracy %, no screens (final yr); Pressure-to-sack rate, no screens (final yr)","PFF, combine (no 40)",Draft slot from ESPN/NFL.com; no NFL outcome yet
Cole McDonald,Hawaii,2020,7,224,final,0.0,0.0,0.0,0.09577479071828665,0.294579218171298,0.09577479071828665,0.1889277367571143,0.23442494393690497,0.04763403347907771,0.1056514814141837,1.7802652257955756,77.2,"Turnover-worthy-play rate, no screens (final yr); Broad-jump explosiveness; PFF rushing grade (final yr)",PFF passing grade under pressure (final yr); Career PPA per play; Weight/frame,"PFF, combine",Never appeared in a regular-season game
Will Howard,Ohio State,2025,6,185,projection_target,1.0,,0.0,0.14629401031366235,0.28389781065305086,0.14629401031366235,0.3019196269887148,0.17887147668126224,0.05428399676340578,-0.01802181633566391,1.418851274038269,76.5,Career total production (PPA); Weight/frame; Passing-down efficiency (final yr),College seasons (age/declare proxy); Broad-jump explosiveness; PFF passing grade under pressure (final yr),"PFF, combine (no 40)",Hand injury wiped out most of rookie year
Connor Cook,Michigan State,2016,4,100,final,0.0,0.0,0.0,0.09078554248652797,0.27465810907796967,0.09078554248652797,0.19832507536249636,0.12969957486575748,0.08204295807660633,0.07633303371547331,1.3655707014223613,75.7,"Career PPA per play; Big-time-throw rate, no screens (final yr); Turnover-worthy-play rate, no screens (final yr)",PFF rushing grade (final yr); Broad-jump explosiveness; Weight/frame,"PFF, combine","1 career start (playoff), quickly out"
Stetson Bennett,Georgia,2023,4,128,provisional,1.0,0.0,0.0,0.08501161572332579,0.27441364884191466,0.08501161572332579,0.2009042237416437,0.10743515080174211,0.06961649526241248,0.07350942510027095,1.0048371061091752,75.0,Career total production (PPA); Career PPA per play; Passing-down efficiency (final yr),"Weight/frame; Turnover-worthy-play rate, no screens (final yr); College seasons (age/declare proxy)","PFF, combine","Missed rookie year (personal), LAR backup since"
Dorian Thompson-Robinson,UCLA,2023,5,140,provisional,1.0,0.0,0.0,0.17728549738652313,0.27266125085496246,0.17728549738652313,0.3069447233174757,0.28531799998765567,0.06555291145078632,-0.03428347246251323,1.6337575618735125,74.3,"Career total production (PPA); Broad-jump explosiveness; Turnover-worthy-play rate, no screens (final yr)","Big-time-throw rate, no screens (final yr); PFF passing grade clean pocket (final yr); Weight/frame","PFF, combine","CLE spot starter 2023-24, traded to PHI as backup"
Bailey Zappe,Western Kentucky,2022,4,137,final,1.0,0.0,0.0,0.08364459462560858,0.2717949924520893,0.08364459462560858,0.22583989812678765,0.1157543236895516,0.06651448986030958,0.045955094325301676,1.577336675763612,73.5,Career PPA per play; PFF dropbacks (final yr); Passing-down efficiency (final yr),Career total production (PPA); Broad-jump explosiveness; Weight/frame,"PFF, combine","Spot starter NE 2022-23, journeyman 3rd QB since"
Dak Prescott,Mississippi State,2016,4,135,final,4.0,1.0,8.0,0.11379689092720216,0.267878375364034,0.11379689092720216,0.24003661398295092,0.1947852976585904,0.0671747615007354,0.027841761381083102,2.201434925865447,72.8,"Turnover-worthy-play rate, no screens (final yr); Career total production (PPA); PFF dropbacks (final yr)","Big-time-throw rate, no screens (final yr); PFF passing grade under pressure (final yr); PFF passing grade clean pocket (final yr)","PFF, combine","Franchise QB steal in R4: OROY, multiple Pro Bowls, led NFL in TD passes 2023, two mega contracts"
Chad Kelly,Ole Miss,2017,7,253,final,0.0,0.0,0.0,0.09821725728840856,0.2621043739096529,0.09821725728840856,0.2927175033200071,0.14121845014530962,0.04381263037939737,-0.030613129410354212,1.447058116859228,72.1,"Turnover-worthy-play rate, no screens (final yr); Career PPA per play; Career total production (PPA)","PFF passing grade under pressure (final yr); Big-time-throw rate, no screens (final yr); PFF dropbacks (final yr)","PFF, no combine testing","Mr. Irrelevant; brief NFL tenure, went to CFL stardom"
J.J. McCarthy,Michigan,2024,1,10,projection_target,2.0,,1.0,0.3191834262391358,0.2604198115823752,0.2844180105104003,0.23974577129954042,0.2512564189258341,0.3191834262391358,0.020674040282834788,1.9671765377988935,71.3,Career PPA per play; PFF rushing grade (final yr); PFF passing grade under pressure (final yr),"Turnover-worthy-play rate, no screens (final yr); PFF dropbacks (final yr); PFF accuracy %, no screens (final yr)","PFF, combine (no 40)",Missed 2024 (meniscus); up-and-down injury-interrupted 2025
Tua Tagovailoa,Alabama,2020,1,5,final,3.0,1.0,6.0,0.4930048041891999,0.25405767320064204,0.4930048041891999,0.5339971076204105,0.32313372563011483,0.43570648942260515,-0.2799394344197685,0.8292057641900719,70.6,Career PPA per play; Passing-down efficiency (final yr); PFF passing grade clean pocket (final yr),"Turnover-worthy-play rate, no screens (final yr); PFF dropbacks (final yr); PFF rushing grade (final yr)","PFF, combine (no 40)","Led NFL in passer rating 2023, Pro Bowl, big extension; concussion history and late-season fades cap the ceiling"
Michael Penix Jr.,Washington,2024,1,8,projection_target,2.0,,1.0,0.3550509085477328,0.2414380011536843,0.35415524750392996,0.13461374995495415,0.3440654562926166,0.3550509085477328,0.10682425119873015,1.0686500136888168,69.9,"Career total production (PPA); Pressure-to-sack rate, no screens (final yr); Big-time-throw rate, no screens (final yr)","Turnover-worthy-play rate, no screens (final yr); Career PPA per play; College seasons (age/declare proxy)","PFF, combine (no 40)",Took over late 2024; uneven 2025 cut short by knee injury
Brandon Allen,Arkansas,2016,6,201,final,1.0,0.0,0.0,0.051775359107169176,0.23499607253786203,0.051775359107169176,0.16783261611837502,0.0757239048459102,0.051299172542226865,0.06716345641948701,1.057380055167699,69.1,"Career PPA per play; Turnover-worthy-play rate, no screens (final yr); PFF passing grade clean pocket (final yr)",Broad-jump explosiveness; PFF rushing grade (final yr); Career total production (PPA),"PFF, combine","Long journeyman backup (JAX/DEN/CIN/SF), ~9 career starts"
Jordan Love,Utah State,2020,1,26,final,3.0,1.0,3.0,0.1907266080468074,0.22295737266299565,0.1793513244650263,0.1058978440984306,0.35392423562771447,0.1907266080468074,0.11705952856456504,1.3519695544398624,68.4,"Turnover-worthy-play rate, no screens (final yr); Broad-jump explosiveness; Big-time-throw rate, no screens (final yr)",Career PPA per play; PFF rushing grade (final yr); Passing-down efficiency (final yr),"PFF, combine","Sat 3 years, then quality starter: playoff wins, $55M/yr extension"
Zach Wilson,BYU,2021,1,2,final,0.0,0.0,2.0,0.598911649624323,0.21396757040649472,0.419051443688778,0.2348603866966582,0.4165487067406221,0.598911649624323,-0.020892816290163485,1.1969852078563499,67.6,Passing-down efficiency (final yr); Career PPA per play; Career total production (PPA),Weight/frame; College seasons (age/declare proxy); Power-5 competition,"PFF partial, combine (no 40)","33 poor starts for NYJ, benched repeatedly; backup journeyman (DEN/MIA) — major bust at #2"
Max Duggan,TCU,2023,7,239,provisional,0.0,0.0,0.0,0.06520392173288404,0.21038710413294548,0.06520392173288404,0.14667243513363326,0.08947430836149715,0.045561638851110545,0.06371466899931222,1.3722789169260197,66.9,Career total production (PPA); PFF rushing grade (final yr); 40-yard speed,Weight/frame; PFF passing grade under pressure (final yr); College seasons (age/declare proxy),"PFF, combine",LAC PS tenure
Drake Maye,North Carolina,2024,1,3,projection_target,4.0,,2.0,0.5272435217429428,0.20608493043890694,0.4883148168286626,0.22994649609803747,0.29940396216495413,0.5272435217429428,-0.02386156565913053,1.8344824508343518,66.2,"Career total production (PPA); Big-time-throw rate, no screens (final yr); PFF rushing grade (final yr)","Turnover-worthy-play rate, no screens (final yr); Pressure-to-sack rate, no screens (final yr); PFF accuracy %, no screens (final yr)","PFF, combine (no 40)",2025 breakout: MVP-caliber efficiency leading NE resurgence
Kevin Hogan,Stanford,2016,5,162,final,1.0,0.0,0.0,0.059403911817713324,0.20230197914482853,0.05378961659623208,0.13644510145180538,0.0944692144786619,0.059403911817713324,0.06585687769302315,1.6303906978610796,65.4,"Turnover-worthy-play rate, no screens (final yr); Career PPA per play; Big-time-throw rate, no screens (final yr)",Career total production (PPA); PFF dropbacks (final yr); Broad-jump explosiveness,"PFF, combine","Handful of CLE appearances/starts, brief career"
Bryce Young,Alabama,2023,1,1,provisional,2.0,0.0,3.0,0.710919425699089,0.2004424100136512,0.5613988099054106,0.22929608606509852,0.4228150286628913,0.710919425699089,-0.028853676051447313,1.2078949139579795,64.7,Career total production (PPA); Career PPA per play; Passing-down efficiency (final yr),"Turnover-worthy-play rate, no screens (final yr); Weight/frame; PFF accuracy %, no screens (final yr)","PFF, combine (no 40)","Historically bad rookie year, benched 2024, encouraging revival late 2024 into 2025; trajectory up but not established"
Jeff Driskel,Louisiana Tech,2016,6,207,final,1.0,0.0,0.0,0.06984823770780797,0.18951580041403562,0.06984823770780797,0.17947782788907587,0.05929193403954203,0.05027852385398103,0.010037972524959748,1.6200298127012038,64.0,Broad-jump explosiveness; Weight/frame; PFF passing grade under pressure (final yr),"Career total production (PPA); Career PPA per play; Turnover-worthy-play rate, no screens (final yr)","PFF, combine","Journeyman backup with spot starts (CIN/DET/HOU), also used as TE/gadget"
Sam Howell,North Carolina,2022,5,144,final,1.0,0.0,1.0,0.19356776104427753,0.18692270918368745,0.19356776104427753,0.3784982897873153,0.08750404326402568,0.06432170810362065,-0.19157558060362787,1.768966477891924,63.2,"Career total production (PPA); Career PPA per play; Big-time-throw rate, no screens (final yr)","Turnover-worthy-play rate, no screens (final yr); Pressure-to-sack rate, no screens (final yr); Weight/frame","PFF, combine (no 40)","Full-season WAS starter 2023 (led NFL in attempts and sacks taken), backup since (SEA/MIN)"
Paxton Lynch,Memphis,2016,1,26,final,0.0,0.0,0.0,0.2952805085072495,0.18675261291442477,0.2952805085072495,0.2752921152113983,0.1841036548152406,0.1907266080468074,-0.08853950229697352,1.7356584866416505,62.5,Weight/frame; PFF passing grade under pressure (final yr); Broad-jump explosiveness,"Turnover-worthy-play rate, no screens (final yr); Big-time-throw rate, no screens (final yr); Career total production (PPA)","PFF, combine","4 career starts, classic first-round bust"
Joshua Dobbs,Tennessee,2017,4,135,final,1.0,0.0,1.0,0.07976200260044283,0.17945361189394288,0.07976200260044283,0.14724597664955155,0.12383836496225512,0.0671747615007354,0.032207635244391325,1.8260075318898283,61.8,"Broad-jump explosiveness; Turnover-worthy-play rate, no screens (final yr); PFF rushing grade (final yr)",PFF passing grade under pressure (final yr); Career PPA per play; Passing-down efficiency (final yr),"PFF, combine",Journeyman backup; 2023 'Passtronaut' stretch with 13 starts (ARI/MIN)
Josh Allen,Wyoming,2018,1,7,final,4.0,1.0,8.0,0.37735374795220045,0.17942283333801815,0.3641102020594334,0.18163075157512568,0.44171214370107476,0.37735374795220045,-0.002207918237107531,1.1563477890182379,61.0,"Turnover-worthy-play rate, no screens (final yr); Career PPA per play; Broad-jump explosiveness",Career total production (PPA); Passing-down efficiency (final yr); PFF passing grade under pressure (final yr),"PFF, combine","Franchise/elite: MVP 2024, perennial All-Pro candidate, deep playoff runs"
Desmond Ridder,Cincinnati,2022,3,74,final,1.0,0.0,1.0,0.32205045120080505,0.1771966469606838,0.32205045120080505,0.3217348476602377,0.1349155720371056,0.0999145132625414,-0.1445382006995539,1.4249607221867764,60.3,"Broad-jump explosiveness; Career total production (PPA); Big-time-throw rate, no screens (final yr)","Turnover-worthy-play rate, no screens (final yr); Passing-down efficiency (final yr); Pressure-to-sack rate, no screens (final yr)","PFF, combine","13 starts 2023, replaced; journeyman backup"
Jameis Winston,Florida State,2015,1,1,final,2.0,0.0,5.0,0.710919425699089,0.17596156698484514,0.4083097815440832,0.16786260284806187,0.40356413744968717,0.710919425699089,0.008098964136783265,1.4431203090391314,59.6,"Career PPA per play; College seasons (age/declare proxy); Pressure-to-sack rate, no screens (final yr)","Career total production (PPA); Big-time-throw rate, no screens (final yr); Power-5 competition","PFF, no combine testing","5 seasons as TB starter incl 5000-yd 2019, 30-INT season; journeyman backup since (NO/CLE/NYG)"
Brandon Doughty,Western Kentucky,2016,7,223,final,0.0,0.0,0.0,0.11308711033205936,0.17558406659169423,0.11308711033205936,0.21411368802263267,0.09503621506942243,0.0477803467721554,-0.03852962143093844,0.913121372663995,58.8,Career PPA per play; Career total production (PPA); PFF passing grade under pressure (final yr),"Broad-jump explosiveness; PFF rushing grade (final yr); Turnover-worthy-play rate, no screens (final yr)","PFF, combine",Never appeared in a regular-season game
Matt Corral,Ole Miss,2022,3,94,final,0.0,0.0,0.0,0.1539825453385775,0.1754787326922563,0.1539825453385775,0.2511314380812391,0.09882425974480327,0.08546019899006174,-0.0756527053889828,0.9371777094920016,58.1,"Career PPA per play; Career total production (PPA); Pressure-to-sack rate, no screens (final yr)","Turnover-worthy-play rate, no screens (final yr); Weight/frame; College seasons (age/declare proxy)","PFF, combine (no 40)","Never appeared in a regular-season game (injury, released)"
Drew Lock,Missouri,2019,2,42,final,1.0,0.0,1.0,0.158529079698239,0.17309244641431265,0.158529079698239,0.1683113740473372,0.11007713206155667,0.1430128695327992,0.004781072366975447,1.1145484072579432,57.4,"Career total production (PPA); Big-time-throw rate, no screens (final yr); Pressure-to-sack rate, no screens (final yr)","Turnover-worthy-play rate, no screens (final yr); Career PPA per play; Broad-jump explosiveness","PFF, combine","13 starts 2020, journeyman backup since (SEA/NYG)"
